A|Okay.|fo_o_fw_"_by_bc
A|and I look back on that, and I bought shoes. I went shopping. I did not need that money. I did not need it. I didn't need it. I shouldn't have even qualified to get it. I didn't need it. And it would have been a little rough, I might have eaten some bologna instead of roast beef out of the deli, but I did not need it. And as I look back now, now we're paying that back. I told my son, if you have to live in the ghetto to go to college, do it, but don't take out ten thousand dollars in loans. Don't do it. And I don't, I hope, don't think he'll have to do that but, I just feel like if we didn't have those loans, we could have saved in the last five years the money for that, and I believe we would have, because God's really put it in our heart not to get in debt, you know. But we have friends in church that do this on a constant basis, that are totally debt free. And they pay cash for everything they buy.|sd sd sd sd sd sd sd sd sd sd sd sd sd ^q ^q sd sd sd sd sd
B|Uh-huh.|b
A|Including new vans, and, so, so I guess, I've seen it done and I know you can do it, you know. But you have to drive that old car until you get that money saved up for that new van. And that's where Americans don't like to do it. And so and we don't want to cut back our services from the government, because we're spoiled.|sd sd sd sv sv sv
B|Well, I have one way to suggest reducing the budget.|sd
A|What?|qw
B|Very simple. Just take all these civil service employees, and, uh, uh, take some of those holidays away from them, like Columbus Day, President's Day, I mean, they, they get all these days off.|sd sv
A|I know. Yeah.|aa b
B|Now give them,   what a, a week, I think we here at T I get a total of eleven a year.|sv
A|I know. Uh-huh.|aa b
B|And that's about, uh, three or four less than civil servants get.|sd
A|Uh-huh.|b
B|Now just look at that money the government could save if they didn't have all of those days off, all those holidays.|sv
A|Yeah, that is true. Because I always think the mail never comes on these days and you're like, well, what is it You don't even know it's a holiday|aa aa sd sd sd
B|Well, now don't forget the mail is something else again. That has nothing, they're not civil servant people.|sv sd sd
A|But isn't it federal, in the federal budget?|qy
B|No, no, they have their own budget they go by.|nn nn sd
A|But isn't it part of our income, it's not part of our taxes?|qy qy^d
B|No.|nn
A|It's not?|qy
B|That's why the price of mailing a letter keeps going up.|sd
A|That's why it keeps going up, uh?|b^m
B|You know, I could I can remember the days when it cost only three cents to mail, uh, uh, uh, a letter.|sd
A|That's another topic Those stamps are valuable, now.|sd sv
B|Yeah. They probably, hey, I ought to go looking through some of my old mail.|b % ba sd
A|That's funny. Yeah, and that is a good short term thing, though. That little things like that, that overall, though, I just think we're just going to, I don't know, see, I know, I guess I'm kind of leery of this topic, because I know that Bush is real for the new world order. The one world government, and alleviating all, you know, national debt between all of the nations. But I see that to be a potential power problem later, with, um, who's going to be in charge with this new world order. And I, you know, I'm uncomfortable with that much power being in one place. But, I know, we already have a new money system. We already have new bills printed, for, the U S Treasury already has our new bills printed for new currency, and I've seen them And so I know that the long-term vision for the U S government is to alleviate all national debts and to start over afresh, but I'm concerned with who's going to have the power over this new world order that they keep talking about, you know. That's a lot of power for one or two people to have. And so, um, I guess because I, I guess, in fact, I know what their long-term vision is. I'm kind of like, you know, yeah, the only answer is to start over or to totally change our lifestyles. And I don't think Americans are willing to do it.|ba % sv sv sv % sd sd sd sd sd sd sd sd sd sv % % sd sd sv
B|Well, what about, uh, uh, sending all this money overseas supporting other governments, third world governments. How do you feel about that?|qo qo
A|I don't, I don't feel we should loan them money. If I, I wish our leaders were really seeking the Lord on these things, and if we feel led to give a country money to help them, fine. But I don't feel we should be loaning money like that. I mean, it doesn't work, I mean.|sv sd sv sv sv
B|Well, in so many cases, it's not a loan, it's just a give away.|sv sv
A|But it's not, but it's not set up as a giveaway. If it were set up as giveaway, and it was something, that, I mean, our, our President and our leaders could be seeking God saying, God is it your will for us to bless this nation with this money, is it your will, this money and your will for us to give to them, and I believe if we gave it, no strings attached that God would bless our nation. But because we're, our motive is interest, our motive is not pure, it just backfires, I mean, none of these nations have paid us back. But, you understand, it's, I guess it's a principle of giving and receiving. You give it, no strings attached and they may never give you anything back, but because there's no strings attached, it like gives them a freedom to give us something back. And it might not be money, it might be, um, no taxes on our things, our computers going into their nation, it might come back in another way, but it would be come back. But because we're loaning it, I think that's the problem. And I don't mean give it to everybody that asks. Use a lot of discernment. Don't give money to every nation. You know, what I'm saying, I think we're loaning money to too many nations, but I think if we gave to a few select ones, that really needed it, that it would work out better for us and for them. And so now we have all these nations that owe us all this money and so I just think, we're never going to get that back, you know. Do you understand?|sd sd sd ^q sv sv sv sv sv sv sv sv sv sv sv sv sv ^q ^q qy sv sv sd sv qy
B|No. That, that's true. I, I understand that France still owes us money from World War I.|nn aa sd
A|Uh-huh.|b
B|And, uh, World War Two debts have never been repaid. I think the U S just wrote them all off.|sd sd
A|Yeah.|b
B|And said, well, we'll cancel it just like they did to the, that Polish debt here, uh, last week.|sd
A|Yeah.|b
B|Uh, uh, half the countries of the world simply canceled the Poland debts to help them.|sd
A|Right. Long, long term though, do you think it would best to see a one world, you know, you can't alleviate all national debts or do you think it would be better for our leaders to just start seeking God on how to turn our nation around financially? That's my opinion. My opinion's the latter.|b qy sv qrr sd sd
B|Uh-huh. Well, uh, I've got to respect your opinion. You have some solid ideas.|b sd sv
A|Uh-huh. I know. What's yours? Do you agree or do you disagree or I mean, what do you think long term?|b aa qw qy qrr qw
B|Well, I don't believe in a single government or a single control for the world.|sd
A|Uh-huh.|b
B|Uh, that's asking for trouble. People are too different.|sv sv
A|Uh-huh.|b
B|I mean you could travel from one coast to the other here in the U S and find a tremendous differences between the peoples. They have their own ideas how things should be run.|sv sv
A|Uh-huh.|b
B|So, therefore, I don't believe there could be a single government for the whole world. There's too many societies involved, uh, the language barriers.|sd sv sv
A|Uh-huh.|b
B|Uh, oh, sure, somebody said years ago, well, let's make it English, uh, international language.|fo_o_fw_"_by_bc sd
A|Uh-huh.|b
B|That's a big laugh, we can't even make English a national language here in our country.|sv sv
A|Uh-huh.|b
B|We've got too many, uh, uh, immigrants.|sv
A|Yeah. Yeah. I know.|aa aa sd
B|They don't call them immigrants anymore, that was back in my granddaddy's day.|sd sd
A|Yeah. Different ethnic groups|aa bf
B|Yes. Yeah but,|aa aa %
A|Yeah. I know what your saying. *typo your you're|b sd
B|My grandfather came over from Lithuania back, uh, just before the turn of the century|sd
A|Uh-huh.|b
B|and, uh, as a matter of fact he's a draft dodger.|sd
A|Uh-huh.|b
B|He, uh, was supposed to serve some time. Well, he did serve his time in the, uh, in the militia.|sd sd
A|Uh-huh.|b
B|And he came back. He was a civilian again and his father said well if,|sd sd sd
